State,District,Soil Type,Crop Type,Best Time of Harvest,Crop_Yield_ton,Temperature_C,Rainfall_mm,Suitable Fertilizer,Suitable Pesticide,Irrigation Method,Next Crop
Rajasthan,Jaipur,Laterite,Bajra,September-October,5.9098,13.7,126.3,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Madhya Pradesh,Jabalpur,Loamy,Bajra,December-January,5.9098,32.9,553.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Tamil Nadu,Chennai,Red,Jowar,September-October,5.9098,30.9,1172.0,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Bihar,Gaya,Sandy,Bajra,August-September,5.9098,22.7,1067.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Karnataka,Hubli,Loamy,Cotton,September-October,5.9098,29.1,1024.1,Potash,Imidacloprid,Furrow Irrigation,Pulses
Uttar Pradesh,Kanpur,Sandy,Jowar,September-October,5.9098,12.0,975.8,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Tamil Nadu,Madurai,Black,Pulses,March-April,5.9098,34.1,635.5,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Punjab,Ludhiana,Red,Sugarcane,March-April,5.9098,35.7,302.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Punjab,Amritsar,Red,Rice,December-January,6.6054,17.9,312.4,DAP,Carbendazim,Terrace Farming,Pulses
Punjab,Jalandhar,Black,Maize,August-September,5.9098,20.6,307.6,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Tamil Nadu,Madurai,Sandy,Rice,October-November,6.6054,35.2,782.5,DAP,Carbendazim,Terrace Farming,Bajra
Tamil Nadu,Chennai,Laterite,Pulses,October-November,5.9098,21.7,706.8,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Uttar Pradesh,Lucknow,Sandy,Maize,August-September,5.9098,39.7,436.2,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Punjab,Patiala,Loamy,Bajra,August-September,5.9098,38.6,652.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
West Bengal,Darjeeling,Alluvial,Coffee,December-January,5.9098,32.3,1284.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Madhya Pradesh,Jabalpur,Black,Coffee,March-April,5.9098,14.4,568.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Punjab,Patiala,Black,Tea,March-April,5.9098,10.5,377.4,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Rajasthan,Jodhpur,Alluvial,Sugarcane,October-November,5.9098,26.3,463.2,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Punjab,Amritsar,Red,Pulses,December-January,5.9098,13.2,694.1,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Madhya Pradesh,Indore,Laterite,Jowar,December-January,5.9098,14.2,322.4,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Bihar,Gaya,Alluvial,Sugarcane,October-November,5.9098,13.3,822.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Rajasthan,Kota,Black,Rice,September-October,6.6054,34.8,305.4,DAP,Carbendazim,Terrace Farming,Wheat
Uttar Pradesh,Lucknow,Red,Cotton,October-November,5.9098,19.5,553.6,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Uttar Pradesh,Varanasi,Loamy,Coffee,December-January,5.9098,20.8,873.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Maharashtra,Nagpur,Red,Rice,August-September,6.6054,39.5,766.2,DAP,Carbendazim,Terrace Farming,Pulses
Tamil Nadu,Coimbatore,Red,Sugarcane,August-September,5.9098,32.5,1171.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Howrah,Loamy,Cotton,September-October,5.9098,36.0,1518.9,Potash,Imidacloprid,Furrow Irrigation,Pulses
Bihar,Bhagalpur,Alluvial,Wheat,December-January,5.231,19.7,1279.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
West Bengal,Howrah,Laterite,Coffee,October-November,5.9098,35.9,1115.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Maharashtra,Pune,Laterite,Bajra,August-September,5.9098,16.7,605.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Rajasthan,Kota,Alluvial,Tea,December-January,5.9098,43.1,220.0,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Rajasthan,Udaipur,Alluvial,Cotton,December-January,5.9098,9.9,123.6,Potash,Imidacloprid,Furrow Irrigation,Maize
Maharashtra,Nashik,Black,Cotton,March-April,5.9098,16.6,725.6,Potash,Imidacloprid,Furrow Irrigation,Soybean
Gujarat,Ahmedabad,Red,Pulses,September-October,5.9098,17.7,558.9,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Gujarat,Vadodara,Sandy,Tea,March-April,5.9098,16.6,468.9,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Gujarat,Ahmedabad,Black,Coffee,August-September,5.9098,31.0,219.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Rajasthan,Kota,Loamy,Tea,September-October,5.9098,30.8,299.7,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Uttar Pradesh,Agra,Black,Maize,October-November,5.9098,10.0,985.1,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Karnataka,Mysore,Sandy,Bajra,August-September,5.9098,16.5,764.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Madhya Pradesh,Bhopal,Laterite,Sugarcane,December-January,5.9098,24.5,790.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
West Bengal,Howrah,Sandy,Sugarcane,March-April,5.9098,26.5,988.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Gujarat,Rajkot,Alluvial,Jowar,October-November,5.9098,23.0,798.1,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Punjab,Jalandhar,Black,Rice,March-April,6.6054,12.1,665.2,DAP,Carbendazim,Terrace Farming,Wheat
Tamil Nadu,Coimbatore,Loamy,Bajra,August-September,5.9098,33.0,1320.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Tamil Nadu,Madurai,Alluvial,Tea,September-October,5.9098,36.4,1022.2,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Madhya Pradesh,Jabalpur,Sandy,Jowar,October-November,5.9098,19.7,829.0,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Rajasthan,Udaipur,Sandy,Cotton,March-April,5.9098,41.7,492.4,Potash,Imidacloprid,Furrow Irrigation,Bajra
Uttar Pradesh,Agra,Red,Cotton,October-November,5.9098,20.4,784.3,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Gujarat,Vadodara,Sandy,Tea,December-January,5.9098,25.1,536.7,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Bihar,Gaya,Sandy,Tea,October-November,5.9098,18.8,933.0,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Madhya Pradesh,Jabalpur,Alluvial,Jowar,August-September,5.9098,40.3,852.7,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Madhya Pradesh,Indore,Sandy,Sugarcane,December-January,5.9098,18.3,788.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Karnataka,Bangalore,Black,Pulses,August-September,5.9098,27.6,1248.9,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
West Bengal,Kolkata,Laterite,Coffee,August-September,5.9098,31.5,917.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Maharashtra,Mumbai,Sandy,Tea,September-October,5.9098,33.8,1144.9,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Punjab,Ludhiana,Alluvial,Bajra,December-January,5.9098,10.2,358.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
West Bengal,Kolkata,Loamy,Maize,September-October,5.9098,30.5,1576.9,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
West Bengal,Siliguri,Black,Wheat,August-September,5.231,25.9,1120.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Uttar Pradesh,Agra,Sandy,Cotton,December-January,5.9098,15.2,1070.9,Potash,Imidacloprid,Furrow Irrigation,Bajra
Tamil Nadu,Chennai,Alluvial,Tea,October-November,5.9098,34.3,1330.1,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Gujarat,Vadodara,Laterite,Coffee,August-September,5.9098,24.9,748.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Punjab,Patiala,Black,Jowar,August-September,5.9098,28.8,534.1,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Bihar,Muzaffarpur,Red,Tea,August-September,5.9098,37.8,1033.7,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Bihar,Gaya,Red,Pulses,December-January,5.9098,38.2,1235.4,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Tamil Nadu,Madurai,Loamy,Cotton,September-October,5.9098,32.1,615.5,Potash,Imidacloprid,Furrow Irrigation,Pulses
Maharashtra,Nagpur,Loamy,Sugarcane,December-January,5.9098,29.3,857.4,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Darjeeling,Sandy,Pulses,August-September,5.9098,36.8,823.7,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Madhya Pradesh,Bhopal,Sandy,Bajra,March-April,5.9098,23.0,674.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Uttar Pradesh,Varanasi,Laterite,Tea,August-September,5.9098,25.8,799.9,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Tamil Nadu,Chennai,Alluvial,Sugarcane,March-April,5.9098,29.8,870.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Gujarat,Surat,Laterite,Wheat,December-January,5.231,35.4,209.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Karnataka,Belgaum,Laterite,Coffee,March-April,5.9098,21.7,1218.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Maharashtra,Pune,Laterite,Tea,September-October,5.9098,23.0,1185.4,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Rajasthan,Jaipur,Black,Bajra,October-November,5.9098,11.0,245.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Punjab,Ludhiana,Black,Rice,October-November,6.6054,27.0,548.2,DAP,Carbendazim,Terrace Farming,Wheat
Maharashtra,Nashik,Sandy,Wheat,March-April,5.231,21.4,690.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Madhya Pradesh,Indore,Alluvial,Rice,March-April,6.6054,30.8,662.3,DAP,Carbendazim,Terrace Farming,Maize
West Bengal,Howrah,Laterite,Wheat,March-April,5.231,24.7,1848.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Uttar Pradesh,Kanpur,Loamy,Rice,August-September,6.6054,22.7,559.5,DAP,Carbendazim,Terrace Farming,Barley
Rajasthan,Jodhpur,Sandy,Wheat,September-October,5.231,40.8,115.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Maharashtra,Nashik,Sandy,Wheat,October-November,5.231,41.1,660.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
West Bengal,Kolkata,Loamy,Pulses,September-October,5.9098,33.9,1625.4,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Punjab,Patiala,Laterite,Bajra,September-October,5.9098,18.3,525.3,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
West Bengal,Siliguri,Sandy,Maize,December-January,5.9098,36.9,1097.2,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Bihar,Gaya,Laterite,Sugarcane,October-November,5.9098,33.6,988.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Gujarat,Ahmedabad,Sandy,Coffee,September-October,5.9098,30.2,704.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Rajasthan,Udaipur,Alluvial,Tea,October-November,5.9098,40.0,156.5,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Bihar,Bhagalpur,Laterite,Sugarcane,October-November,5.9098,17.3,801.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Maharashtra,Nagpur,Laterite,Pulses,August-September,5.9098,37.6,721.3,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Bihar,Patna,Black,Rice,March-April,6.6054,22.4,1097.3,DAP,Carbendazim,Terrace Farming,Wheat
Uttar Pradesh,Varanasi,Sandy,Cotton,October-November,5.9098,39.7,775.6,Potash,Imidacloprid,Furrow Irrigation,Bajra
Gujarat,Vadodara,Loamy,Cotton,September-October,5.9098,28.2,739.7,Potash,Imidacloprid,Furrow Irrigation,Pulses
Madhya Pradesh,Gwalior,Red,Sugarcane,December-January,5.9098,16.5,564.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Madhya Pradesh,Jabalpur,Alluvial,Pulses,December-January,5.9098,36.9,746.0,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Madhya Pradesh,Bhopal,Red,Bajra,October-November,5.9098,32.0,459.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Tamil Nadu,Chennai,Alluvial,Rice,September-October,6.6054,36.3,1493.9,DAP,Carbendazim,Terrace Farming,Maize
West Bengal,Howrah,Alluvial,Coffee,August-September,5.9098,24.4,1190.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Bihar,Patna,Alluvial,Rice,September-October,6.6054,15.3,727.8,DAP,Carbendazim,Terrace Farming,Maize
Punjab,Jalandhar,Loamy,Bajra,October-November,5.9098,10.2,347.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Punjab,Jalandhar,Sandy,Sugarcane,September-October,5.9098,20.9,470.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Karnataka,Belgaum,Loamy,Sugarcane,March-April,5.9098,29.9,1059.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Kanpur,Red,Maize,August-September,5.9098,21.8,840.4,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Karnataka,Belgaum,Black,Coffee,December-January,5.9098,30.6,1096.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Karnataka,Hubli,Alluvial,Cotton,August-September,5.9098,32.6,1570.0,Potash,Imidacloprid,Furrow Irrigation,Maize
West Bengal,Howrah,Alluvial,Sugarcane,December-January,5.9098,32.3,908.0,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Madhya Pradesh,Jabalpur,Black,Coffee,September-October,5.9098,36.5,467.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Punjab,Ludhiana,Sandy,Tea,October-November,5.9098,36.8,543.6,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Uttar Pradesh,Lucknow,Alluvial,Bajra,October-November,5.9098,20.6,445.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Madhya Pradesh,Indore,Alluvial,Rice,September-October,6.6054,29.3,481.2,DAP,Carbendazim,Terrace Farming,Maize
Gujarat,Ahmedabad,Loamy,Bajra,March-April,5.9098,39.5,623.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Bihar,Bhagalpur,Black,Wheat,August-September,5.231,30.6,1115.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Karnataka,Belgaum,Laterite,Pulses,October-November,5.9098,28.0,1084.2,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Gujarat,Rajkot,Black,Rice,March-April,6.6054,32.8,759.4,DAP,Carbendazim,Terrace Farming,Wheat
Madhya Pradesh,Gwalior,Black,Bajra,December-January,5.9098,13.7,771.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Karnataka,Bangalore,Sandy,Bajra,December-January,5.9098,32.6,1266.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Maharashtra,Nashik,Sandy,Tea,December-January,5.9098,37.4,725.6,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Madhya Pradesh,Gwalior,Loamy,Jowar,December-January,5.9098,20.2,771.9,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Uttar Pradesh,Varanasi,Black,Maize,October-November,5.9098,37.1,885.9,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Gujarat,Vadodara,Loamy,Jowar,March-April,5.9098,35.1,547.3,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Karnataka,Belgaum,Loamy,Bajra,August-September,5.9098,23.8,1501.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Karnataka,Mysore,Alluvial,Maize,October-November,5.9098,31.3,1407.2,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Maharashtra,Nagpur,Alluvial,Sugarcane,August-September,5.9098,40.2,927.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Tamil Nadu,Trichy,Red,Rice,December-January,6.6054,24.8,1034.8,DAP,Carbendazim,Terrace Farming,Pulses
Karnataka,Hubli,Sandy,Wheat,September-October,5.231,28.8,1511.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Karnataka,Belgaum,Alluvial,Tea,August-September,5.9098,17.7,1515.4,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Gujarat,Vadodara,Alluvial,Sugarcane,March-April,5.9098,42.2,789.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Punjab,Ludhiana,Laterite,Maize,October-November,5.9098,25.8,616.3,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Uttar Pradesh,Kanpur,Sandy,Jowar,September-October,5.9098,27.8,860.3,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Karnataka,Hubli,Red,Coffee,March-April,5.9098,17.4,1422.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Punjab,Jalandhar,Sandy,Maize,October-November,5.9098,29.0,519.3,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Rajasthan,Kota,Laterite,Pulses,October-November,5.9098,14.1,369.7,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Tamil Nadu,Chennai,Laterite,Coffee,October-November,5.9098,29.5,952.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Maharashtra,Nashik,Alluvial,Tea,September-October,5.9098,24.2,1141.7,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Maharashtra,Nashik,Alluvial,Cotton,March-April,5.9098,25.8,782.4,Potash,Imidacloprid,Furrow Irrigation,Maize
Gujarat,Vadodara,Laterite,Tea,October-November,5.9098,23.3,215.7,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Tamil Nadu,Madurai,Sandy,Sugarcane,October-November,5.9098,30.7,815.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Punjab,Patiala,Loamy,Coffee,August-September,5.9098,38.1,484.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Maharashtra,Mumbai,Red,Rice,March-April,6.6054,23.8,962.6,DAP,Carbendazim,Terrace Farming,Pulses
Madhya Pradesh,Indore,Sandy,Rice,October-November,6.6054,18.7,668.7,DAP,Carbendazim,Terrace Farming,Bajra
Punjab,Ludhiana,Black,Coffee,October-November,5.9098,18.8,684.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Uttar Pradesh,Varanasi,Loamy,Pulses,March-April,5.9098,35.4,450.0,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Punjab,Amritsar,Loamy,Sugarcane,August-September,5.9098,24.8,467.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Madhya Pradesh,Gwalior,Alluvial,Sugarcane,December-January,5.9098,35.4,665.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Rajasthan,Jodhpur,Red,Wheat,March-April,5.231,9.2,131.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Maharashtra,Nagpur,Black,Pulses,August-September,5.9098,34.8,555.8,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
West Bengal,Howrah,Alluvial,Jowar,December-January,5.9098,32.1,1790.7,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Bihar,Bhagalpur,Alluvial,Pulses,October-November,5.9098,30.3,782.5,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Bihar,Muzaffarpur,Laterite,Sugarcane,August-September,5.9098,18.0,1210.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Punjab,Patiala,Alluvial,Wheat,September-October,5.231,35.5,451.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Punjab,Jalandhar,Alluvial,Pulses,December-January,5.9098,21.8,634.8,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Maharashtra,Nashik,Sandy,Sugarcane,December-January,5.9098,17.4,1123.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Punjab,Patiala,Alluvial,Coffee,August-September,5.9098,38.4,342.2,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Maharashtra,Nagpur,Alluvial,Sugarcane,October-November,5.9098,38.5,605.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Maharashtra,Nagpur,Sandy,Pulses,August-September,5.9098,40.2,1166.8,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Karnataka,Hubli,Alluvial,Coffee,October-November,5.9098,34.3,1160.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Punjab,Ludhiana,Red,Bajra,August-September,5.9098,10.8,488.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Madhya Pradesh,Jabalpur,Laterite,Pulses,December-January,5.9098,32.0,725.6,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Karnataka,Mysore,Alluvial,Pulses,August-September,5.9098,27.5,1302.6,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Maharashtra,Nashik,Red,Bajra,September-October,5.9098,39.3,1097.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Uttar Pradesh,Agra,Laterite,Wheat,October-November,5.231,40.6,502.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Rajasthan,Jaipur,Sandy,Tea,March-April,5.9098,37.1,444.9,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Karnataka,Bangalore,Red,Cotton,September-October,5.9098,27.7,761.7,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
West Bengal,Darjeeling,Black,Maize,August-September,5.9098,33.0,891.1,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Maharashtra,Pune,Red,Maize,December-January,5.9098,27.5,826.4,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Maharashtra,Mumbai,Alluvial,Jowar,December-January,5.9098,26.6,905.1,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Maharashtra,Mumbai,Sandy,Rice,December-January,6.6054,19.6,1126.0,DAP,Carbendazim,Terrace Farming,Bajra
Bihar,Patna,Laterite,Rice,August-September,6.6054,17.7,1028.1,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Bihar,Bhagalpur,Red,Sugarcane,September-October,5.9098,36.8,1192.7,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Gujarat,Vadodara,Red,Coffee,September-October,5.9098,15.0,356.2,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Punjab,Ludhiana,Black,Bajra,August-September,5.9098,23.4,692.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Uttar Pradesh,Varanasi,Sandy,Maize,September-October,5.9098,12.7,487.9,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Bihar,Muzaffarpur,Alluvial,Coffee,October-November,5.9098,37.5,769.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Maharashtra,Pune,Loamy,Bajra,August-September,5.9098,32.7,1139.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
West Bengal,Siliguri,Black,Wheat,March-April,5.231,27.0,1552.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Maharashtra,Mumbai,Sandy,Pulses,August-September,5.9098,31.7,999.2,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Bihar,Muzaffarpur,Red,Cotton,September-October,5.9098,32.2,869.8,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Madhya Pradesh,Indore,Red,Pulses,October-November,5.9098,23.9,675.6,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
West Bengal,Siliguri,Laterite,Jowar,March-April,5.9098,23.4,1799.0,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Karnataka,Mysore,Sandy,Wheat,December-January,5.231,16.4,1252.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Punjab,Ludhiana,Laterite,Rice,August-September,6.6054,12.0,399.4,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Maharashtra,Nagpur,Sandy,Bajra,September-October,5.9098,15.8,895.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Madhya Pradesh,Bhopal,Laterite,Cotton,March-April,5.9098,37.0,888.4,Potash,Imidacloprid,Furrow Irrigation,Mixed Vegetables
