State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare),Ymax (kg/hectare),Ky,ETm (mm),ETa (mm)
West Bengal,East,Sandy,Soybean,2.99,38.6,113.4,85.7,3.4,7:00 PM - 10:00 PM,1116.0,Surface Irrigation,Tea,DAP,Cow Manure,6891.3,,,,111.6
Madhya Pradesh,Central,Silt,Sugarcane,5.66,19.8,52.2,62.6,9.8,4:00 PM - 7:00 PM,7399.5,Furrow Irrigation,Tea,Urea,Neem Cake,5770.3,120000.0,1.3,1500.0,739.95
Gujarat,West,Peaty,Sugarcane,2.27,38.0,234.7,49.6,6.0,7:00 PM - 10:00 PM,4197.4,Drip Irrigation,Cotton,Biofertilizer,Seaweed Extract,5812.2,120000.0,1.3,1500.0,419.73999999999995
Maharashtra,West,Loamy,Barley,5.36,21.7,121.8,54.6,7.9,5:00 AM - 8:00 AM,4542.3,Surface Irrigation,Maize,Biofertilizer,Cow Manure,7457.9,,,,454.23
Haryana,North,Clay,Sugarcane,1.39,38.7,162.3,60.6,5.5,5:00 AM - 8:00 AM,3203.9,Furrow Irrigation,Soybean,Vermicompost,Bone Meal,7814.6,120000.0,1.3,1500.0,320.39
Rajasthan,West,Peaty,Pulses,7.37,22.8,60.0,62.5,4.5,5:00 AM - 8:00 AM,7913.5,Furrow Irrigation,Sugarcane,Biofertilizer,Green Manure,6554.6,3000.0,0.75,400.0,791.35
West Bengal,East,Peaty,Pulses,4.28,28.7,255.2,74.3,6.3,4:00 PM - 7:00 PM,7014.7,Sprinkler Irrigation,Barley,MOP,Green Manure,4762.0,3000.0,0.75,400.0,701.47
Haryana,North,Clay,Sugarcane,1.94,35.3,110.9,47.8,2.3,4:00 PM - 7:00 PM,2434.9,Sprinkler Irrigation,Pulses,Biofertilizer,Neem Cake,3943.5,120000.0,1.3,1500.0,243.49
Madhya Pradesh,Central,Peaty,Barley,5.2,23.1,238.6,79.4,7.9,5:00 AM - 8:00 AM,1550.0,Furrow Irrigation,Groundnut,MOP,Neem Cake,6718.3,,,,155.0
Karnataka,South,Clay,Pulses,4.74,17.0,144.5,76.0,6.9,5:00 AM - 8:00 AM,4380.6,Sprinkler Irrigation,Rice,Biofertilizer,Neem Cake,3986.1,3000.0,0.75,400.0,438.06000000000006
Madhya Pradesh,Central,Silt,Rice,2.57,17.5,58.9,63.8,7.4,4:00 PM - 7:00 PM,1344.0,Drip Irrigation,Sugarcane,DAP,Cow Manure,7906.7,10000.0,1.25,900.0,134.4
Maharashtra,West,Saline,Tea,3.9,28.2,65.3,49.1,5.7,7:00 PM - 10:00 PM,1074.0,Furrow Irrigation,Rice,Vermicompost,Cow Manure,2623.4,4000.0,1.05,700.0,107.4
West Bengal,East,Clay,Pulses,2.01,20.9,164.3,57.8,2.4,5:00 AM - 8:00 AM,6857.1,Surface Irrigation,Barley,MOP,Cow Manure,2323.3,3000.0,0.75,400.0,685.71
West Bengal,East,Saline,Barley,2.43,34.0,60.7,62.3,4.3,4:00 PM - 7:00 PM,3012.0,Furrow Irrigation,Cotton,Urea,Cow Manure,2119.3,,,,301.2
Maharashtra,West,Sandy,Maize,1.02,21.9,264.5,68.0,13.1,4:00 PM - 7:00 PM,5292.0,Drip Irrigation,Maize,Compost,Neem Cake,6683.4,12000.0,1.1,500.0,529.2
Gujarat,West,Peaty,Barley,1.21,26.9,184.2,51.9,7.9,4:00 PM - 7:00 PM,5511.0,Sprinkler Irrigation,Tea,DAP,Green Manure,4775.6,,,,551.1
Haryana,North,Peaty,Cotton,6.14,17.5,189.1,51.8,5.7,4:00 PM - 7:00 PM,5051.5,Drip Irrigation,Cotton,Biofertilizer,Cow Manure,2861.1,5000.0,0.85,600.0,505.15
Karnataka,South,Silt,Soybean,1.5,17.5,275.6,66.2,6.6,5:00 AM - 8:00 AM,8749.6,Sprinkler Irrigation,Rice,Vermicompost,Bone Meal,858.4,,,,874.96
West Bengal,East,Clay,Rice,4.42,19.7,146.8,75.6,9.3,4:00 PM - 7:00 PM,8738.1,Sprinkler Irrigation,Groundnut,Compost,Neem Cake,3664.4,10000.0,1.25,900.0,873.8100000000001
Karnataka,South,Saline,Cotton,9.78,38.0,173.3,44.0,3.5,5:00 AM - 8:00 AM,5841.6,Furrow Irrigation,Maize,DAP,Green Manure,6607.2,5000.0,0.85,600.0,584.1600000000001
Maharashtra,West,Peaty,Cotton,1.12,26.0,259.1,89.3,7.5,4:00 PM - 7:00 PM,2600.9,Surface Irrigation,Soybean,Compost,Bone Meal,4718.8,5000.0,0.85,600.0,260.09000000000003
Rajasthan,West,Silt,Soybean,6.46,35.3,83.3,85.4,14.5,7:00 PM - 10:00 PM,3095.9,Furrow Irrigation,Barley,MOP,Bone Meal,5260.8,,,,309.59000000000003
Tamil Nadu,South,Peaty,Cotton,7.63,21.4,132.5,73.6,10.8,7:00 PM - 10:00 PM,9495.8,Drip Irrigation,Rice,Vermicompost,Neem Cake,4892.8,5000.0,0.85,600.0,949.5799999999999
West Bengal,East,Clay,Tea,8.25,28.2,107.4,40.6,4.4,5:00 AM - 8:00 AM,8680.4,Drip Irrigation,Soybean,Compost,Bone Meal,6652.8,4000.0,1.05,700.0,868.04
Maharashtra,West,Loamy,Barley,3.88,28.8,194.2,41.4,8.6,7:00 PM - 10:00 PM,4131.2,Sprinkler Irrigation,Barley,Urea,Bone Meal,1034.8,,,,413.12
Rajasthan,West,Sandy,Barley,2.56,38.1,203.6,42.9,12.7,5:00 AM - 8:00 AM,1727.8,Surface Irrigation,Soybean,DAP,Bone Meal,5171.0,,,,172.78
Tamil Nadu,South,Peaty,Cotton,3.06,22.8,292.0,50.6,4.4,7:00 PM - 10:00 PM,5215.9,Sprinkler Irrigation,Rice,Compost,Seaweed Extract,5842.9,5000.0,0.85,600.0,521.5899999999999
Maharashtra,West,Saline,Wheat,2.66,38.1,241.1,40.5,8.9,4:00 PM - 7:00 PM,4538.0,Sprinkler Irrigation,Pulses,Biofertilizer,Cow Manure,1047.2,8000.0,1.15,450.0,453.8
West Bengal,East,Clay,Pulses,6.91,35.1,139.6,54.8,2.4,7:00 PM - 10:00 PM,7335.4,Furrow Irrigation,Barley,MOP,Green Manure,5390.5,3000.0,0.75,400.0,733.54
Gujarat,West,Peaty,Tea,8.16,38.5,260.4,45.3,12.5,7:00 PM - 10:00 PM,2784.8,Furrow Irrigation,Maize,Compost,Bone Meal,4354.9,4000.0,1.05,700.0,278.48
Maharashtra,West,Saline,Sugarcane,1.14,30.7,120.9,81.3,5.9,4:00 PM - 7:00 PM,3504.5,Surface Irrigation,Cotton,Compost,Bone Meal,5900.6,120000.0,1.3,1500.0,350.45
Karnataka,South,Loamy,Tea,3.67,32.8,178.6,54.6,3.5,5:00 AM - 8:00 AM,4366.8,Surface Irrigation,Wheat,Vermicompost,Green Manure,3734.9,4000.0,1.05,700.0,436.68
Gujarat,West,Peaty,Groundnut,9.4,31.6,219.9,87.4,6.5,5:00 AM - 8:00 AM,1122.0,Surface Irrigation,Rice,Urea,Neem Cake,7431.7,,,,112.2
Maharashtra,West,Clay,Wheat,7.1,22.7,226.4,81.7,7.9,5:00 AM - 8:00 AM,7382.9,Surface Irrigation,Maize,Urea,Neem Cake,2733.3,8000.0,1.15,450.0,738.29
Karnataka,South,Silt,Barley,6.73,28.9,251.3,83.4,4.1,7:00 PM - 10:00 PM,1657.1,Drip Irrigation,Pulses,Vermicompost,Neem Cake,7685.7,,,,165.70999999999998
Maharashtra,West,Loamy,Pulses,3.26,38.2,57.3,81.5,12.4,5:00 AM - 8:00 AM,5263.3,Drip Irrigation,Tea,Urea,Green Manure,4579.3,3000.0,0.75,400.0,526.33
Maharashtra,West,Saline,Rice,2.46,28.4,70.5,47.5,8.0,7:00 PM - 10:00 PM,1480.0,Drip Irrigation,Groundnut,Compost,Green Manure,5935.0,10000.0,1.25,900.0,148.0
Karnataka,South,Clay,Cotton,9.11,21.8,246.4,55.6,5.6,5:00 AM - 8:00 AM,5825.6,Sprinkler Irrigation,Pulses,Vermicompost,Cow Manure,2198.5,5000.0,0.85,600.0,582.5600000000001
Maharashtra,West,Silt,Barley,6.7,26.4,278.5,47.5,11.7,5:00 AM - 8:00 AM,2528.7,Drip Irrigation,Wheat,Urea,Green Manure,5987.3,,,,252.86999999999998
Rajasthan,West,Sandy,Groundnut,1.29,30.7,107.7,67.5,11.6,7:00 PM - 10:00 PM,9481.4,Sprinkler Irrigation,Tea,Vermicompost,Seaweed Extract,6281.0,,,,948.14
Gujarat,West,Loamy,Maize,0.89,15.4,269.1,71.9,4.5,4:00 PM - 7:00 PM,3869.5,Furrow Irrigation,Rice,Biofertilizer,Bone Meal,6181.5,12000.0,1.1,500.0,386.95
Maharashtra,West,Clay,Sugarcane,9.47,22.3,259.5,85.3,6.2,7:00 PM - 10:00 PM,7366.9,Furrow Irrigation,Rice,DAP,Neem Cake,1082.8,120000.0,1.3,1500.0,736.6899999999999
Maharashtra,West,Clay,Wheat,0.79,38.6,63.7,40.3,4.9,7:00 PM - 10:00 PM,1881.0,Surface Irrigation,Barley,Vermicompost,Bone Meal,746.7,8000.0,1.15,450.0,188.1
Rajasthan,West,Clay,Maize,2.6,37.6,65.2,79.3,11.9,4:00 PM - 7:00 PM,1419.6,Furrow Irrigation,Pulses,Vermicompost,Seaweed Extract,6236.6,12000.0,1.1,500.0,141.95999999999998
Uttar Pradesh,North,Peaty,Pulses,6.88,27.5,155.8,42.1,2.2,5:00 AM - 8:00 AM,2317.6,Drip Irrigation,Cotton,Vermicompost,Cow Manure,4862.2,3000.0,0.75,400.0,231.76
Uttar Pradesh,North,Sandy,Pulses,8.57,31.7,217.2,82.8,4.3,5:00 AM - 8:00 AM,9888.5,Sprinkler Irrigation,Cotton,DAP,Green Manure,7723.8,3000.0,0.75,400.0,988.85
West Bengal,East,Sandy,Pulses,7.26,16.4,56.0,48.1,5.7,4:00 PM - 7:00 PM,4127.8,Surface Irrigation,Maize,Vermicompost,Seaweed Extract,5459.5,3000.0,0.75,400.0,412.78000000000003
Uttar Pradesh,North,Peaty,Barley,5.47,24.3,216.3,72.7,8.6,7:00 PM - 10:00 PM,4541.1,Drip Irrigation,Tea,MOP,Seaweed Extract,2051.5,,,,454.11
Haryana,North,Silt,Barley,6.2,35.9,63.4,82.6,12.1,7:00 PM - 10:00 PM,8110.7,Sprinkler Irrigation,Pulses,Urea,Cow Manure,7365.6,,,,811.0699999999999
Gujarat,West,Silt,Wheat,3.58,38.0,205.9,46.6,10.3,5:00 AM - 8:00 AM,8340.5,Furrow Irrigation,Groundnut,Biofertilizer,Green Manure,2076.9,8000.0,1.15,450.0,834.05
West Bengal,East,Peaty,Wheat,9.7,20.7,78.3,60.4,3.7,7:00 PM - 10:00 PM,2932.4,Drip Irrigation,Soybean,Urea,Bone Meal,3220.1,8000.0,1.15,450.0,293.24
Tamil Nadu,South,Loamy,Wheat,4.12,17.8,55.1,49.6,14.7,5:00 AM - 8:00 AM,8696.0,Surface Irrigation,Pulses,Compost,Seaweed Extract,789.8,8000.0,1.15,450.0,869.6
West Bengal,East,Saline,Cotton,3.15,22.5,88.2,59.9,6.4,7:00 PM - 10:00 PM,4202.9,Furrow Irrigation,Cotton,Biofertilizer,Cow Manure,1119.8,5000.0,0.85,600.0,420.28999999999996
Gujarat,West,Peaty,Maize,8.15,32.0,129.7,43.2,6.0,5:00 AM - 8:00 AM,8692.6,Drip Irrigation,Wheat,DAP,Cow Manure,5578.7,12000.0,1.1,500.0,869.26
Karnataka,South,Silt,Pulses,3.47,34.9,77.7,58.2,13.6,7:00 PM - 10:00 PM,5717.0,Sprinkler Irrigation,Pulses,Biofertilizer,Neem Cake,1059.0,3000.0,0.75,400.0,571.7
Punjab,North,Saline,Sugarcane,2.69,20.6,268.5,45.9,5.5,7:00 PM - 10:00 PM,9260.5,Sprinkler Irrigation,Tea,MOP,Cow Manure,5552.8,120000.0,1.3,1500.0,926.05
Madhya Pradesh,Central,Loamy,Cotton,7.52,29.2,163.7,81.4,2.0,7:00 PM - 10:00 PM,7893.9,Furrow Irrigation,Soybean,Vermicompost,Neem Cake,5340.0,5000.0,0.85,600.0,789.39
Tamil Nadu,South,Peaty,Rice,1.36,34.5,163.7,58.7,6.3,5:00 AM - 8:00 AM,9837.2,Sprinkler Irrigation,Sugarcane,Urea,Green Manure,7558.5,10000.0,1.25,900.0,983.72
Punjab,North,Silt,Barley,3.97,16.8,141.4,65.9,4.7,5:00 AM - 8:00 AM,9873.7,Drip Irrigation,Maize,DAP,Cow Manure,4532.3,,,,987.3700000000001
Punjab,North,Clay,Sugarcane,0.74,26.2,286.5,61.3,11.5,5:00 AM - 8:00 AM,9317.9,Drip Irrigation,Sugarcane,MOP,Green Manure,6308.6,120000.0,1.3,1500.0,931.79
Madhya Pradesh,Central,Silt,Cotton,8.58,30.4,89.7,41.4,2.5,5:00 AM - 8:00 AM,1082.6,Furrow Irrigation,Barley,MOP,Bone Meal,6593.0,5000.0,0.85,600.0,108.25999999999999
Uttar Pradesh,North,Saline,Soybean,8.61,25.4,232.0,80.8,7.7,5:00 AM - 8:00 AM,9224.5,Sprinkler Irrigation,Tea,Vermicompost,Cow Manure,1402.4,,,,922.45
Madhya Pradesh,Central,Sandy,Cotton,3.22,23.4,199.4,44.8,4.4,5:00 AM - 8:00 AM,6181.0,Furrow Irrigation,Soybean,Vermicompost,Green Manure,2652.5,5000.0,0.85,600.0,618.1
Tamil Nadu,South,Saline,Barley,9.19,36.8,114.0,80.6,3.0,5:00 AM - 8:00 AM,1183.0,Furrow Irrigation,Rice,DAP,Seaweed Extract,6819.2,,,,118.3
Uttar Pradesh,North,Saline,Sugarcane,9.76,29.1,285.3,63.9,10.9,7:00 PM - 10:00 PM,2310.3,Drip Irrigation,Barley,Compost,Cow Manure,3463.9,120000.0,1.3,1500.0,231.03000000000003
Maharashtra,West,Sandy,Sugarcane,4.9,28.8,262.9,53.3,5.3,4:00 PM - 7:00 PM,6643.6,Furrow Irrigation,Tea,Biofertilizer,Neem Cake,4406.8,120000.0,1.3,1500.0,664.36
Uttar Pradesh,North,Clay,Maize,2.99,36.1,75.1,52.8,12.1,4:00 PM - 7:00 PM,4776.6,Furrow Irrigation,Cotton,Compost,Neem Cake,3934.8,12000.0,1.1,500.0,477.66
Rajasthan,West,Clay,Maize,8.3,30.5,133.3,53.9,10.4,4:00 PM - 7:00 PM,5375.8,Drip Irrigation,Soybean,DAP,Neem Cake,6269.2,12000.0,1.1,500.0,537.58
Gujarat,West,Peaty,Soybean,5.67,22.0,275.8,45.5,7.6,4:00 PM - 7:00 PM,7144.4,Sprinkler Irrigation,Rice,Urea,Seaweed Extract,5039.5,,,,714.4399999999999
Haryana,North,Sandy,Barley,2.95,26.8,215.2,75.5,4.5,7:00 PM - 10:00 PM,2168.5,Sprinkler Irrigation,Barley,Vermicompost,Neem Cake,4524.8,,,,216.85
Madhya Pradesh,Central,Silt,Maize,8.21,28.9,175.7,57.4,15.0,4:00 PM - 7:00 PM,3179.3,Surface Irrigation,Sugarcane,Compost,Cow Manure,4261.4,12000.0,1.1,500.0,317.93
West Bengal,East,Clay,Wheat,8.59,20.4,230.6,84.6,9.6,4:00 PM - 7:00 PM,8861.6,Sprinkler Irrigation,Pulses,Biofertilizer,Neem Cake,4836.5,8000.0,1.15,450.0,886.1600000000001
West Bengal,East,Peaty,Rice,5.69,21.1,160.1,49.2,5.5,5:00 AM - 8:00 AM,3944.2,Drip Irrigation,Pulses,Biofertilizer,Seaweed Extract,5047.6,10000.0,1.25,900.0,394.41999999999996
Gujarat,West,Silt,Wheat,0.73,34.8,150.2,72.0,3.9,5:00 AM - 8:00 AM,7294.6,Drip Irrigation,Cotton,Compost,Neem Cake,6180.2,8000.0,1.15,450.0,729.46
West Bengal,East,Sandy,Rice,1.14,37.9,164.6,72.8,12.6,4:00 PM - 7:00 PM,1273.7,Surface Irrigation,Rice,Compost,Neem Cake,7208.6,10000.0,1.25,900.0,127.37
Rajasthan,West,Saline,Sugarcane,3.72,24.2,203.0,41.6,10.6,7:00 PM - 10:00 PM,7249.6,Surface Irrigation,Barley,Biofertilizer,Neem Cake,6287.1,120000.0,1.3,1500.0,724.96
Uttar Pradesh,North,Peaty,Rice,2.68,35.6,58.7,83.5,9.1,7:00 PM - 10:00 PM,5141.2,Drip Irrigation,Sugarcane,MOP,Green Manure,5527.4,10000.0,1.25,900.0,514.12
Rajasthan,West,Clay,Maize,3.86,35.0,253.1,87.0,9.3,5:00 AM - 8:00 AM,6273.6,Surface Irrigation,Soybean,Biofertilizer,Seaweed Extract,3443.0,12000.0,1.1,500.0,627.36
Punjab,North,Peaty,Cotton,9.33,37.3,112.6,55.4,6.8,5:00 AM - 8:00 AM,2413.9,Sprinkler Irrigation,Groundnut,Biofertilizer,Neem Cake,1988.3,5000.0,0.85,600.0,241.39000000000001
Maharashtra,West,Loamy,Soybean,1.0,30.4,82.2,46.6,6.8,7:00 PM - 10:00 PM,7406.3,Surface Irrigation,Soybean,Compost,Seaweed Extract,5098.2,,,,740.63
Haryana,North,Saline,Tea,5.88,32.1,235.8,52.4,11.8,7:00 PM - 10:00 PM,7465.6,Surface Irrigation,Rice,Vermicompost,Seaweed Extract,1645.8,4000.0,1.05,700.0,746.5600000000001
Karnataka,South,Silt,Wheat,7.89,21.9,221.5,79.5,8.2,4:00 PM - 7:00 PM,6130.2,Surface Irrigation,Barley,Urea,Green Manure,7446.1,8000.0,1.15,450.0,613.02
Gujarat,West,Silt,Maize,1.39,24.4,94.0,64.9,11.9,7:00 PM - 10:00 PM,8004.9,Drip Irrigation,Groundnut,MOP,Green Manure,7553.7,12000.0,1.1,500.0,800.49
Rajasthan,West,Silt,Cotton,7.39,35.2,104.7,89.0,7.6,7:00 PM - 10:00 PM,8748.3,Drip Irrigation,Cotton,Biofertilizer,Seaweed Extract,7826.7,5000.0,0.85,600.0,874.8299999999999
Rajasthan,West,Clay,Pulses,8.86,23.0,223.8,51.8,2.6,7:00 PM - 10:00 PM,2290.0,Surface Irrigation,Groundnut,Vermicompost,Cow Manure,2307.4,3000.0,0.75,400.0,229.0
Karnataka,South,Peaty,Soybean,4.65,34.4,250.2,65.5,13.9,5:00 AM - 8:00 AM,6494.3,Furrow Irrigation,Pulses,Biofertilizer,Bone Meal,2617.4,,,,649.4300000000001
Maharashtra,West,Silt,Sugarcane,4.92,24.8,171.2,72.3,5.8,5:00 AM - 8:00 AM,8823.2,Surface Irrigation,Groundnut,MOP,Neem Cake,2677.8,120000.0,1.3,1500.0,882.32
Madhya Pradesh,Central,Silt,Soybean,5.9,23.8,294.7,57.0,12.0,4:00 PM - 7:00 PM,4157.4,Surface Irrigation,Maize,Compost,Bone Meal,2636.4,,,,415.73999999999995
Maharashtra,West,Silt,Wheat,3.68,17.7,143.6,64.5,13.0,4:00 PM - 7:00 PM,2464.5,Furrow Irrigation,Tea,DAP,Seaweed Extract,4834.0,8000.0,1.15,450.0,246.45
Gujarat,West,Clay,Pulses,3.52,28.2,205.0,82.2,2.0,4:00 PM - 7:00 PM,7889.9,Sprinkler Irrigation,Cotton,Urea,Neem Cake,2384.5,3000.0,0.75,400.0,788.99
Tamil Nadu,South,Silt,Tea,3.44,25.0,104.1,67.7,4.9,4:00 PM - 7:00 PM,4979.4,Furrow Irrigation,Rice,MOP,Cow Manure,7823.6,4000.0,1.05,700.0,497.93999999999994
Maharashtra,West,Peaty,Wheat,5.92,36.3,266.2,55.8,3.8,7:00 PM - 10:00 PM,7608.2,Furrow Irrigation,Wheat,Urea,Cow Manure,3584.0,8000.0,1.15,450.0,760.8199999999999
Maharashtra,West,Sandy,Tea,2.42,27.9,185.6,46.9,4.0,7:00 PM - 10:00 PM,3374.8,Furrow Irrigation,Barley,Compost,Bone Meal,713.7,4000.0,1.05,700.0,337.48
Maharashtra,West,Saline,Wheat,7.03,26.0,243.9,64.0,2.2,4:00 PM - 7:00 PM,8636.8,Furrow Irrigation,Maize,Vermicompost,Bone Meal,1591.7,8000.0,1.15,450.0,863.68
Karnataka,South,Peaty,Sugarcane,0.93,27.9,127.6,67.9,13.3,7:00 PM - 10:00 PM,1317.3,Sprinkler Irrigation,Sugarcane,Urea,Bone Meal,4060.3,120000.0,1.3,1500.0,131.73
Maharashtra,West,Sandy,Maize,0.81,32.8,223.9,71.1,5.3,7:00 PM - 10:00 PM,7983.9,Surface Irrigation,Groundnut,Vermicompost,Neem Cake,909.0,12000.0,1.1,500.0,798.39
Karnataka,South,Sandy,Maize,2.7,15.9,65.6,43.9,13.3,5:00 AM - 8:00 AM,9782.3,Drip Irrigation,Maize,MOP,Bone Meal,2979.2,12000.0,1.1,500.0,978.2299999999999
Gujarat,West,Silt,Sugarcane,0.67,34.5,229.0,58.5,10.8,7:00 PM - 10:00 PM,2233.5,Surface Irrigation,Wheat,Compost,Seaweed Extract,5541.4,120000.0,1.3,1500.0,223.35
Rajasthan,West,Silt,Rice,5.69,21.4,273.7,89.1,6.5,5:00 AM - 8:00 AM,4160.9,Surface Irrigation,Rice,DAP,Cow Manure,838.3,10000.0,1.25,900.0,416.09
Karnataka,South,Loamy,Groundnut,9.65,15.6,185.6,59.6,5.4,5:00 AM - 8:00 AM,8412.3,Drip Irrigation,Rice,DAP,Neem Cake,3885.9,,,,841.2299999999999
Maharashtra,West,Saline,Maize,5.27,38.0,223.6,61.1,14.3,5:00 AM - 8:00 AM,5279.2,Drip Irrigation,Wheat,Vermicompost,Green Manure,6433.7,12000.0,1.1,500.0,527.92
Karnataka,South,Clay,Cotton,0.93,34.6,197.5,69.8,11.0,7:00 PM - 10:00 PM,2651.0,Furrow Irrigation,Sugarcane,DAP,Bone Meal,4712.4,5000.0,0.85,600.0,265.1
Karnataka,South,Saline,Sugarcane,1.03,29.7,266.0,46.4,12.4,4:00 PM - 7:00 PM,9568.3,Drip Irrigation,Wheat,DAP,Bone Meal,7166.3,120000.0,1.3,1500.0,956.8299999999999
Karnataka,South,Clay,Tea,0.55,39.6,161.8,69.7,3.7,5:00 AM - 8:00 AM,8142.7,Drip Irrigation,Rice,DAP,Green Manure,1184.7,4000.0,1.05,700.0,814.27
Punjab,North,Saline,Rice,3.39,24.6,101.4,87.5,14.7,5:00 AM - 8:00 AM,6891.9,Drip Irrigation,Barley,Vermicompost,Green Manure,2186.8,10000.0,1.25,900.0,689.1899999999999
Karnataka,South,Sandy,Soybean,8.14,37.6,155.1,69.2,5.5,4:00 PM - 7:00 PM,1160.5,Surface Irrigation,Rice,Biofertilizer,Cow Manure,782.5,,,,116.05
Madhya Pradesh,Central,Silt,Pulses,8.55,33.8,257.5,73.4,12.8,7:00 PM - 10:00 PM,2902.0,Furrow Irrigation,Tea,Compost,Cow Manure,7356.0,3000.0,0.75,400.0,290.2
Karnataka,South,Loamy,Soybean,9.13,16.1,192.0,52.2,3.4,7:00 PM - 10:00 PM,5031.4,Furrow Irrigation,Rice,Vermicompost,Bone Meal,5973.0,,,,503.14
Haryana,North,Saline,Tea,7.24,30.0,53.8,42.6,4.1,4:00 PM - 7:00 PM,1976.2,Drip Irrigation,Cotton,Vermicompost,Green Manure,4255.7,4000.0,1.05,700.0,197.62
West Bengal,East,Peaty,Rice,3.72,25.0,126.3,48.9,14.3,4:00 PM - 7:00 PM,7214.8,Surface Irrigation,Rice,Urea,Seaweed Extract,7256.9,10000.0,1.25,900.0,721.48
Punjab,North,Clay,Tea,1.57,32.4,208.7,50.5,11.7,4:00 PM - 7:00 PM,4996.5,Drip Irrigation,Sugarcane,Vermicompost,Green Manure,2263.3,4000.0,1.05,700.0,499.65
Tamil Nadu,South,Silt,Rice,7.17,15.4,191.1,83.9,7.2,4:00 PM - 7:00 PM,6375.2,Sprinkler Irrigation,Maize,MOP,Cow Manure,7244.1,10000.0,1.25,900.0,637.52
Haryana,North,Loamy,Cotton,6.67,24.6,181.3,73.6,6.3,7:00 PM - 10:00 PM,3362.7,Sprinkler Irrigation,Tea,DAP,Cow Manure,1372.9,5000.0,0.85,600.0,336.27
Gujarat,West,Saline,Cotton,8.91,28.8,73.2,57.6,12.8,4:00 PM - 7:00 PM,4955.3,Furrow Irrigation,Pulses,Urea,Cow Manure,5255.6,5000.0,0.85,600.0,495.53000000000003
Punjab,North,Peaty,Soybean,5.3,29.4,149.6,44.2,6.4,4:00 PM - 7:00 PM,8933.7,Furrow Irrigation,Tea,Compost,Seaweed Extract,522.8,,,,893.3700000000001
Punjab,North,Sandy,Maize,9.04,16.8,125.7,77.1,11.3,4:00 PM - 7:00 PM,2267.8,Sprinkler Irrigation,Maize,Urea,Cow Manure,4518.5,12000.0,1.1,500.0,226.78000000000003
West Bengal,East,Saline,Rice,7.84,34.9,88.7,50.0,7.4,7:00 PM - 10:00 PM,4114.7,Furrow Irrigation,Cotton,DAP,Neem Cake,5440.1,10000.0,1.25,900.0,411.46999999999997
Tamil Nadu,South,Clay,Rice,3.08,38.0,273.3,89.1,12.2,7:00 PM - 10:00 PM,8978.5,Furrow Irrigation,Barley,Biofertilizer,Bone Meal,6046.4,10000.0,1.25,900.0,897.85
Karnataka,South,Clay,Pulses,6.77,22.6,224.3,47.4,11.6,5:00 AM - 8:00 AM,6528.2,Surface Irrigation,Soybean,MOP,Cow Manure,7001.6,3000.0,0.75,400.0,652.8199999999999
Maharashtra,West,Saline,Tea,5.42,18.1,287.2,81.1,6.3,7:00 PM - 10:00 PM,2309.9,Sprinkler Irrigation,Maize,Urea,Seaweed Extract,2635.6,4000.0,1.05,700.0,230.99
Maharashtra,West,Peaty,Soybean,1.1,21.8,183.4,48.7,13.6,4:00 PM - 7:00 PM,8874.9,Furrow Irrigation,Cotton,Urea,Seaweed Extract,5265.5,,,,887.49
Madhya Pradesh,Central,Silt,Pulses,6.5,17.5,87.7,50.0,13.2,4:00 PM - 7:00 PM,3465.9,Drip Irrigation,Wheat,Biofertilizer,Seaweed Extract,6533.5,3000.0,0.75,400.0,346.59000000000003
Gujarat,West,Peaty,Wheat,8.14,20.8,235.1,67.7,6.9,7:00 PM - 10:00 PM,4606.3,Sprinkler Irrigation,Sugarcane,MOP,Bone Meal,738.8,8000.0,1.15,450.0,460.63
Gujarat,West,Clay,Groundnut,4.26,28.1,178.6,80.7,7.5,5:00 AM - 8:00 AM,1164.4,Sprinkler Irrigation,Sugarcane,MOP,Seaweed Extract,5614.4,,,,116.44000000000001
Maharashtra,West,Sandy,Cotton,5.99,17.9,110.8,89.0,3.7,5:00 AM - 8:00 AM,3626.6,Surface Irrigation,Cotton,Compost,Neem Cake,3276.7,5000.0,0.85,600.0,362.65999999999997
Uttar Pradesh,North,Sandy,Maize,8.5,17.8,52.4,44.9,6.5,7:00 PM - 10:00 PM,7895.5,Furrow Irrigation,Groundnut,MOP,Bone Meal,1320.8,12000.0,1.1,500.0,789.55
Haryana,North,Clay,Soybean,2.76,15.6,111.0,50.5,7.6,7:00 PM - 10:00 PM,3857.6,Drip Irrigation,Cotton,Biofertilizer,Seaweed Extract,7785.0,,,,385.76
Madhya Pradesh,Central,Saline,Tea,5.18,32.7,67.2,43.8,6.0,4:00 PM - 7:00 PM,1683.7,Drip Irrigation,Cotton,Vermicompost,Neem Cake,5116.3,4000.0,1.05,700.0,168.37
Madhya Pradesh,Central,Sandy,Cotton,3.46,31.7,87.6,87.0,3.8,4:00 PM - 7:00 PM,6543.6,Surface Irrigation,Sugarcane,Biofertilizer,Cow Manure,588.1,5000.0,0.85,600.0,654.36
