State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare)
Karnataka,Chennai,Peaty,Maize,4.49,31.1,118.4,62.7,2.4,Morning,8773.1,Drip Irrigation,Wheat,DAP,Bone Meal,3996.3
Uttar Pradesh,Ahmedabad,Clay,Tea,8.46,21.0,168.4,59.6,10.1,Night,3361.6,Surface Irrigation,Maize,Compost,Bone Meal,2760.5
Haryana,Chennai,Peaty,Maize,0.68,26.5,266.1,84.7,14.8,Night,3795.4,Drip Irrigation,Tea,Biofertilizer,Seaweed Extract,5294.9
Haryana,Kolkata,Saline,Soybean,4.51,21.9,256.0,54.7,8.2,Evening,4310.9,Surface Irrigation,Pulses,Biofertilizer,Green Manure,7599.9
Haryana,Ahmedabad,Silt,Tea,2.94,25.5,88.0,52.8,2.1,Night,1664.0,Furrow Irrigation,Barley,MOP,Seaweed Extract,4276.1
Rajasthan,Pune,Clay,Sugarcane,6.53,23.5,102.6,79.2,10.8,Evening,7915.3,Furrow Irrigation,Maize,Compost,Neem Cake,4665.5
Madhya Pradesh,Ahmedabad,Peaty,Barley,1.91,26.1,153.4,50.0,7.2,Evening,8818.2,Surface Irrigation,Tea,Urea,Cow Manure,1713.9
West Bengal,Kolkata,Loamy,Wheat,9.66,37.6,171.8,40.3,4.2,Evening,5513.2,Surface Irrigation,Soybean,Biofertilizer,Neem Cake,7454.3
Tamil Nadu,Ahmedabad,Peaty,Tea,1.82,31.5,126.9,52.2,14.7,Morning,4233.7,Surface Irrigation,Tea,Vermicompost,Seaweed Extract,4577.1
Uttar Pradesh,Kolkata,Sandy,Soybean,0.66,24.0,115.9,42.7,3.6,Night,8749.8,Furrow Irrigation,Groundnut,MOP,Neem Cake,6865.9
Tamil Nadu,Kolkata,Loamy,Pulses,1.89,37.8,248.3,82.3,13.1,Night,6804.2,Sprinkler Irrigation,Sugarcane,MOP,Cow Manure,4671.6
Gujarat,Lucknow,Loamy,Wheat,3.96,30.4,161.0,87.3,8.7,Night,9636.2,Surface Irrigation,Tea,MOP,Green Manure,5024.3
Haryana,Bangalore,Sandy,Sugarcane,2.12,25.2,217.9,75.5,11.3,Evening,6596.0,Drip Irrigation,Maize,DAP,Neem Cake,2424.7
Madhya Pradesh,Ludhiana,Clay,Cotton,8.63,28.4,131.0,65.6,5.4,Morning,1473.2,Surface Irrigation,Tea,DAP,Bone Meal,7313.6
Tamil Nadu,Bangalore,Clay,Pulses,4.37,20.6,296.8,73.0,6.4,Evening,8411.6,Surface Irrigation,Pulses,Vermicompost,Green Manure,2148.0
Uttar Pradesh,Rohtak,Peaty,Rice,5.66,17.2,63.7,46.2,12.0,Morning,3899.5,Sprinkler Irrigation,Pulses,Compost,Bone Meal,6795.1
Uttar Pradesh,Ludhiana,Saline,Cotton,5.67,39.2,222.7,52.8,10.8,Evening,8416.2,Surface Irrigation,Groundnut,Biofertilizer,Green Manure,7561.9
Haryana,Ludhiana,Clay,Rice,2.01,27.3,272.6,52.3,7.0,Night,2201.0,Sprinkler Irrigation,Tea,DAP,Green Manure,5828.5
Karnataka,Rohtak,Saline,Soybean,5.68,31.0,110.5,76.2,13.7,Night,6415.4,Surface Irrigation,Sugarcane,MOP,Cow Manure,3308.1
Maharashtra,Ludhiana,Peaty,Barley,6.62,24.6,68.5,73.6,13.3,Morning,3469.5,Surface Irrigation,Barley,DAP,Neem Cake,4949.5
Madhya Pradesh,Bhopal,Saline,Wheat,4.17,39.0,51.4,57.5,5.5,Night,5409.2,Surface Irrigation,Rice,Biofertilizer,Seaweed Extract,1357.6
Rajasthan,Bhopal,Clay,Cotton,9.26,17.7,275.4,69.9,7.8,Morning,8120.0,Surface Irrigation,Sugarcane,MOP,Neem Cake,3905.9
Tamil Nadu,Ludhiana,Sandy,Sugarcane,7.5,34.6,135.2,82.4,6.4,Evening,3761.8,Surface Irrigation,Cotton,DAP,Green Manure,2262.7
Gujarat,Bhopal,Peaty,Barley,3.24,28.1,140.8,45.4,10.6,Night,9104.6,Sprinkler Irrigation,Soybean,Biofertilizer,Neem Cake,967.2
Gujarat,Kolkata,Loamy,Barley,2.17,32.3,155.4,78.3,5.7,Morning,6278.2,Sprinkler Irrigation,Groundnut,Urea,Neem Cake,5177.0
Rajasthan,Bangalore,Clay,Wheat,8.79,30.5,91.8,42.0,12.7,Evening,6620.4,Sprinkler Irrigation,Cotton,Biofertilizer,Neem Cake,3046.4
Uttar Pradesh,Pune,Clay,Barley,3.58,37.6,146.0,89.7,9.4,Evening,6130.3,Drip Irrigation,Tea,DAP,Green Manure,4400.9
Haryana,Kolkata,Saline,Wheat,4.34,25.8,51.9,71.1,5.5,Night,5863.2,Surface Irrigation,Sugarcane,Compost,Bone Meal,3222.3
Haryana,Bhopal,Saline,Groundnut,6.5,28.1,136.5,77.7,12.4,Evening,5942.4,Surface Irrigation,Maize,Biofertilizer,Green Manure,620.2
Punjab,Ahmedabad,Sandy,Sugarcane,7.39,22.4,139.4,66.7,9.1,Evening,1715.2,Surface Irrigation,Wheat,Biofertilizer,Seaweed Extract,4362.5
Haryana,Jaipur,Saline,Sugarcane,4.12,37.8,80.3,52.2,13.7,Night,2673.6,Furrow Irrigation,Tea,MOP,Neem Cake,6761.8
Rajasthan,Pune,Sandy,Rice,5.19,36.0,263.8,86.3,11.3,Night,7975.5,Surface Irrigation,Maize,Biofertilizer,Bone Meal,7787.3
West Bengal,Jaipur,Loamy,Groundnut,8.82,29.4,120.1,60.0,14.9,Night,9898.8,Surface Irrigation,Pulses,DAP,Green Manure,1207.5
Maharashtra,Chennai,Peaty,Barley,7.36,35.0,52.9,84.6,7.5,Morning,9794.2,Sprinkler Irrigation,Tea,Biofertilizer,Green Manure,2646.5
Madhya Pradesh,Ahmedabad,Silt,Wheat,3.68,30.5,76.6,71.5,8.2,Night,2409.8,Drip Irrigation,Sugarcane,Vermicompost,Neem Cake,4755.6
Maharashtra,Bhopal,Silt,Soybean,9.28,39.6,89.9,84.5,11.5,Evening,4831.2,Furrow Irrigation,Maize,Biofertilizer,Green Manure,6382.2
Tamil Nadu,Pune,Loamy,Tea,9.52,20.0,70.6,52.9,6.5,Morning,6361.7,Drip Irrigation,Cotton,MOP,Seaweed Extract,5750.7
Gujarat,Rohtak,Loamy,Tea,6.41,34.1,294.9,87.8,9.9,Evening,9599.1,Surface Irrigation,Soybean,DAP,Neem Cake,4058.1
Tamil Nadu,Lucknow,Sandy,Sugarcane,6.84,24.5,273.7,68.6,13.7,Morning,5854.3,Sprinkler Irrigation,Soybean,Biofertilizer,Neem Cake,4939.3
West Bengal,Rohtak,Silt,Groundnut,3.74,28.3,204.8,60.3,5.3,Evening,8130.6,Sprinkler Irrigation,Pulses,Biofertilizer,Green Manure,4658.9
Haryana,Lucknow,Silt,Maize,6.45,26.5,191.1,89.3,6.9,Night,5259.7,Furrow Irrigation,Rice,DAP,Cow Manure,5653.9
Rajasthan,Ludhiana,Saline,Tea,2.49,37.5,297.3,63.0,10.4,Night,4579.0,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,2965.6
Haryana,Rohtak,Peaty,Cotton,6.59,21.9,85.3,58.2,10.3,Night,8969.4,Surface Irrigation,Tea,Urea,Green Manure,2397.1
Tamil Nadu,Ludhiana,Peaty,Groundnut,0.86,17.5,211.0,56.0,9.2,Morning,8295.6,Furrow Irrigation,Sugarcane,DAP,Bone Meal,3654.2
West Bengal,Pune,Loamy,Soybean,3.23,33.7,246.7,57.9,14.9,Evening,9716.7,Furrow Irrigation,Sugarcane,Biofertilizer,Cow Manure,4175.6
Rajasthan,Kolkata,Loamy,Pulses,6.53,38.5,119.4,49.0,12.4,Morning,6580.7,Drip Irrigation,Tea,DAP,Bone Meal,6534.5
Madhya Pradesh,Bhopal,Peaty,Pulses,2.9,18.0,165.5,83.9,6.6,Night,5538.6,Surface Irrigation,Wheat,MOP,Green Manure,3271.6
Gujarat,Pune,Saline,Tea,4.63,16.1,260.4,62.7,5.4,Night,9251.0,Sprinkler Irrigation,Cotton,MOP,Neem Cake,835.5
Rajasthan,Jaipur,Silt,Cotton,5.89,31.5,242.1,87.4,12.3,Evening,7255.6,Sprinkler Irrigation,Sugarcane,MOP,Bone Meal,1256.3
Rajasthan,Ludhiana,Loamy,Maize,4.93,31.2,217.5,46.1,2.5,Evening,9368.5,Sprinkler Irrigation,Groundnut,MOP,Neem Cake,575.0
Madhya Pradesh,Kolkata,Silt,Groundnut,2.35,38.2,280.7,55.1,2.9,Night,9074.6,Furrow Irrigation,Wheat,Vermicompost,Cow Manure,3802.1
Uttar Pradesh,Ludhiana,Silt,Groundnut,2.51,22.8,106.0,52.3,5.3,Evening,8638.2,Sprinkler Irrigation,Rice,Biofertilizer,Neem Cake,2166.3
Uttar Pradesh,Ludhiana,Silt,Cotton,5.27,39.0,264.9,81.5,3.0,Morning,4462.6,Furrow Irrigation,Groundnut,Compost,Cow Manure,7302.6
Uttar Pradesh,Pune,Loamy,Pulses,2.08,20.0,81.1,53.8,9.7,Evening,3880.3,Furrow Irrigation,Rice,MOP,Seaweed Extract,5743.4
West Bengal,Jaipur,Silt,Wheat,8.71,34.2,216.8,61.8,7.0,Morning,7150.4,Sprinkler Irrigation,Tea,Urea,Seaweed Extract,6411.2
Maharashtra,Lucknow,Clay,Maize,1.14,34.4,181.9,57.6,6.4,Morning,4174.9,Furrow Irrigation,Soybean,DAP,Seaweed Extract,1108.5
Punjab,Lucknow,Clay,Groundnut,8.43,32.0,104.8,57.6,9.1,Evening,3256.3,Surface Irrigation,Rice,Vermicompost,Seaweed Extract,4579.4
Punjab,Kolkata,Peaty,Tea,7.82,17.5,186.9,60.5,10.9,Morning,4424.9,Drip Irrigation,Groundnut,MOP,Seaweed Extract,6092.6
Punjab,Kolkata,Silt,Rice,2.3,21.2,193.2,65.1,13.3,Morning,4205.8,Surface Irrigation,Groundnut,DAP,Seaweed Extract,5183.6
Maharashtra,Kolkata,Sandy,Pulses,2.18,35.0,81.1,74.1,14.0,Night,6360.5,Furrow Irrigation,Barley,Vermicompost,Neem Cake,2852.8
Gujarat,Pune,Saline,Tea,9.83,26.0,191.6,46.3,11.8,Morning,9006.9,Furrow Irrigation,Rice,DAP,Bone Meal,6659.2
Tamil Nadu,Pune,Clay,Pulses,7.27,28.6,238.9,47.6,4.5,Night,2512.8,Furrow Irrigation,Sugarcane,Urea,Neem Cake,4284.2
Maharashtra,Bangalore,Peaty,Tea,6.77,28.8,110.2,86.9,6.5,Night,4415.9,Drip Irrigation,Wheat,Vermicompost,Neem Cake,7787.5
Gujarat,Pune,Silt,Soybean,7.75,21.4,133.0,77.6,8.2,Morning,3333.3,Sprinkler Irrigation,Barley,Vermicompost,Neem Cake,3675.6
Punjab,Jaipur,Silt,Cotton,9.35,21.3,294.9,46.1,14.9,Night,9713.2,Sprinkler Irrigation,Maize,DAP,Green Manure,3427.6
West Bengal,Jaipur,Silt,Groundnut,2.91,31.8,228.0,79.5,11.9,Night,3201.5,Furrow Irrigation,Rice,DAP,Seaweed Extract,1071.9
Maharashtra,Bhopal,Silt,Barley,1.64,37.3,60.2,62.4,10.7,Evening,9975.1,Surface Irrigation,Maize,Urea,Green Manure,1932.6
Haryana,Chennai,Sandy,Soybean,6.44,20.0,113.7,83.4,2.7,Evening,4896.2,Sprinkler Irrigation,Groundnut,Biofertilizer,Neem Cake,7770.7
Uttar Pradesh,Ahmedabad,Saline,Sugarcane,6.03,15.7,219.7,81.3,12.5,Night,4403.1,Sprinkler Irrigation,Pulses,Urea,Seaweed Extract,2725.9
Rajasthan,Kolkata,Loamy,Tea,3.43,35.7,64.7,40.3,6.2,Night,7588.7,Furrow Irrigation,Tea,MOP,Neem Cake,6426.5
Haryana,Bangalore,Peaty,Rice,1.93,18.4,152.7,52.1,5.7,Evening,9965.1,Sprinkler Irrigation,Tea,MOP,Green Manure,5600.6
Rajasthan,Lucknow,Saline,Sugarcane,3.34,31.7,176.7,78.3,5.6,Evening,5882.4,Surface Irrigation,Cotton,DAP,Seaweed Extract,5008.3
Haryana,Pune,Clay,Wheat,4.68,35.7,112.0,74.6,10.7,Evening,1117.4,Sprinkler Irrigation,Groundnut,Urea,Green Manure,2282.7
Madhya Pradesh,Bangalore,Clay,Soybean,3.17,27.8,87.4,42.6,11.9,Night,6329.7,Sprinkler Irrigation,Pulses,DAP,Neem Cake,3132.3
West Bengal,Bangalore,Silt,Tea,2.04,36.2,58.0,46.6,5.6,Morning,8316.1,Surface Irrigation,Maize,Biofertilizer,Bone Meal,2697.0
Uttar Pradesh,Jaipur,Clay,Wheat,2.56,26.6,221.9,45.8,14.6,Night,4246.7,Sprinkler Irrigation,Rice,DAP,Seaweed Extract,1753.2
Tamil Nadu,Pune,Sandy,Groundnut,3.43,20.9,241.2,49.1,14.4,Night,4114.0,Drip Irrigation,Rice,MOP,Cow Manure,3928.0
Uttar Pradesh,Pune,Saline,Rice,5.77,20.9,245.3,76.0,10.0,Night,2641.9,Sprinkler Irrigation,Cotton,DAP,Cow Manure,5902.1
Haryana,Ahmedabad,Sandy,Maize,8.8,31.5,70.5,57.8,4.5,Night,8046.4,Furrow Irrigation,Maize,Compost,Neem Cake,6793.2
Rajasthan,Rohtak,Saline,Cotton,3.19,34.4,89.0,72.2,7.9,Evening,7270.0,Surface Irrigation,Barley,MOP,Cow Manure,1800.1
Haryana,Bangalore,Silt,Cotton,9.29,26.1,141.0,40.1,6.8,Night,3385.1,Furrow Irrigation,Soybean,Biofertilizer,Green Manure,3730.3
Punjab,Bhopal,Saline,Tea,1.84,34.0,73.7,64.4,2.8,Night,3601.3,Furrow Irrigation,Maize,Urea,Seaweed Extract,5700.4
Haryana,Ahmedabad,Loamy,Soybean,2.99,20.7,205.6,47.5,9.6,Morning,9766.2,Drip Irrigation,Pulses,Urea,Seaweed Extract,7777.6
Madhya Pradesh,Bangalore,Clay,Groundnut,4.82,28.2,71.1,67.8,7.4,Night,5442.2,Surface Irrigation,Sugarcane,Compost,Cow Manure,6024.4
Punjab,Chennai,Silt,Groundnut,3.32,25.7,81.3,55.6,6.2,Night,5431.1,Sprinkler Irrigation,Pulses,Biofertilizer,Seaweed Extract,4200.2
Karnataka,Rohtak,Sandy,Tea,0.97,34.8,170.6,77.7,9.5,Night,3512.9,Drip Irrigation,Rice,Urea,Cow Manure,6581.9
Maharashtra,Pune,Loamy,Groundnut,2.08,32.1,118.3,58.6,13.0,Evening,3951.4,Drip Irrigation,Barley,Compost,Bone Meal,6389.2
West Bengal,Chennai,Sandy,Cotton,2.19,24.0,145.9,87.4,6.6,Evening,7399.9,Drip Irrigation,Sugarcane,Urea,Green Manure,2061.1
Tamil Nadu,Lucknow,Silt,Groundnut,5.82,27.7,125.5,77.9,13.1,Night,5458.6,Drip Irrigation,Cotton,DAP,Bone Meal,6689.8
Rajasthan,Ludhiana,Peaty,Rice,8.27,38.6,215.3,55.9,13.9,Night,8193.8,Furrow Irrigation,Groundnut,MOP,Bone Meal,5365.9
Haryana,Ahmedabad,Clay,Maize,2.84,20.7,166.5,48.6,5.1,Evening,4085.3,Drip Irrigation,Groundnut,Vermicompost,Neem Cake,708.3
Gujarat,Jaipur,Clay,Maize,5.97,19.1,126.2,48.4,9.9,Morning,4376.6,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,1956.8
Haryana,Bhopal,Silt,Cotton,5.32,32.1,211.4,80.2,13.2,Night,4143.1,Sprinkler Irrigation,Barley,DAP,Bone Meal,3740.8
West Bengal,Ahmedabad,Sandy,Cotton,9.33,17.7,174.3,59.2,10.9,Evening,4999.1,Surface Irrigation,Cotton,MOP,Cow Manure,3869.8
Madhya Pradesh,Bhopal,Clay,Tea,6.89,26.2,291.5,45.7,2.3,Evening,7253.0,Sprinkler Irrigation,Soybean,Urea,Bone Meal,7207.6
Maharashtra,Pune,Loamy,Pulses,6.08,31.9,125.9,78.8,2.3,Evening,9880.7,Sprinkler Irrigation,Wheat,Compost,Bone Meal,5442.6
Uttar Pradesh,Jaipur,Peaty,Groundnut,3.46,34.7,162.8,65.1,10.3,Morning,6214.4,Drip Irrigation,Barley,Urea,Neem Cake,4887.7
Maharashtra,Kolkata,Silt,Barley,3.27,17.7,107.3,74.7,2.5,Night,5034.4,Furrow Irrigation,Pulses,Compost,Bone Meal,4324.1
Gujarat,Kolkata,Peaty,Barley,7.37,15.5,167.5,58.3,10.0,Evening,3971.2,Drip Irrigation,Wheat,Biofertilizer,Green Manure,6802.3
Karnataka,Lucknow,Saline,Cotton,1.29,34.1,80.8,73.3,4.4,Evening,4897.0,Sprinkler Irrigation,Sugarcane,Urea,Bone Meal,4308.4
Haryana,Kolkata,Silt,Maize,7.84,25.9,135.0,63.3,11.0,Evening,6796.2,Furrow Irrigation,Cotton,DAP,Neem Cake,6145.6
Maharashtra,Ahmedabad,Sandy,Sugarcane,6.54,25.7,111.3,49.1,2.7,Morning,9077.0,Surface Irrigation,Soybean,DAP,Green Manure,2283.7
Madhya Pradesh,Ahmedabad,Saline,Sugarcane,3.96,30.3,196.9,63.8,9.5,Evening,1299.2,Sprinkler Irrigation,Rice,DAP,Neem Cake,7205.8
Rajasthan,Pune,Peaty,Cotton,9.93,22.4,176.5,49.9,7.1,Evening,1948.3,Sprinkler Irrigation,Groundnut,MOP,Cow Manure,4165.1
Maharashtra,Ahmedabad,Loamy,Soybean,2.74,19.7,248.8,57.7,6.5,Morning,6340.1,Surface Irrigation,Wheat,MOP,Green Manure,5745.3
Rajasthan,Jaipur,Peaty,Wheat,7.63,23.4,115.8,48.4,3.9,Night,1886.1,Surface Irrigation,Soybean,MOP,Seaweed Extract,4970.0
West Bengal,Bangalore,Loamy,Wheat,5.98,20.3,175.5,65.0,3.7,Night,2762.1,Sprinkler Irrigation,Maize,MOP,Green Manure,5102.1
Haryana,Kolkata,Clay,Maize,9.25,35.7,143.5,42.3,6.6,Night,5518.7,Sprinkler Irrigation,Pulses,MOP,Cow Manure,7794.9
West Bengal,Bangalore,Peaty,Rice,6.08,23.3,81.2,65.9,14.7,Evening,1968.8,Sprinkler Irrigation,Sugarcane,Compost,Neem Cake,5729.2
Haryana,Chennai,Clay,Tea,6.43,22.9,108.7,72.0,13.7,Night,6353.9,Furrow Irrigation,Maize,Biofertilizer,Bone Meal,5361.0
Tamil Nadu,Ahmedabad,Sandy,Wheat,5.05,27.7,157.7,62.0,5.8,Morning,4549.9,Surface Irrigation,Tea,DAP,Seaweed Extract,7253.7
Madhya Pradesh,Bhopal,Sandy,Pulses,0.96,28.1,157.9,89.6,4.0,Night,4027.2,Furrow Irrigation,Maize,MOP,Bone Meal,3169.1
Karnataka,Bangalore,Saline,Groundnut,2.11,31.5,286.0,70.6,13.9,Evening,6015.2,Surface Irrigation,Maize,Compost,Neem Cake,4269.5
Gujarat,Ludhiana,Silt,Groundnut,7.64,38.2,263.6,46.8,12.2,Morning,2932.2,Sprinkler Irrigation,Barley,Biofertilizer,Cow Manure,1465.9
West Bengal,Rohtak,Sandy,Pulses,4.25,24.7,176.0,86.1,2.5,Night,7688.2,Furrow Irrigation,Soybean,Compost,Neem Cake,5615.4
Maharashtra,Ahmedabad,Peaty,Maize,0.51,34.2,227.5,72.7,11.2,Night,6219.4,Sprinkler Irrigation,Rice,Compost,Neem Cake,2124.0
Punjab,Pune,Saline,Soybean,6.89,32.9,164.8,75.3,2.6,Evening,6822.8,Furrow Irrigation,Soybean,MOP,Bone Meal,4662.9
Rajasthan,Jaipur,Silt,Tea,7.94,18.5,90.0,76.6,14.7,Evening,9819.6,Sprinkler Irrigation,Groundnut,Urea,Neem Cake,3701.2
Rajasthan,Jaipur,Silt,Sugarcane,6.44,18.1,80.7,58.8,7.9,Evening,3764.1,Surface Irrigation,Tea,Vermicompost,Green Manure,5820.9
Madhya Pradesh,Chennai,Peaty,Wheat,4.79,24.2,99.8,77.5,13.8,Morning,4958.4,Furrow Irrigation,Wheat,Biofertilizer,Bone Meal,7599.7
Rajasthan,Bhopal,Sandy,Cotton,7.64,36.9,165.7,85.7,15.0,Night,4794.9,Furrow Irrigation,Maize,Biofertilizer,Seaweed Extract,3215.5
Karnataka,Pune,Sandy,Sugarcane,9.01,25.9,283.4,89.5,14.5,Night,3067.6,Drip Irrigation,Cotton,DAP,Seaweed Extract,6355.2
Punjab,Rohtak,Clay,Tea,9.55,32.9,261.7,64.3,10.9,Night,3412.4,Sprinkler Irrigation,Pulses,MOP,Bone Meal,4379.3
Maharashtra,Bhopal,Saline,Maize,2.42,25.0,56.3,59.1,9.7,Night,5506.4,Sprinkler Irrigation,Wheat,Vermicompost,Cow Manure,686.4
Gujarat,Rohtak,Saline,Cotton,8.79,22.4,106.0,88.6,9.7,Night,4187.4,Drip Irrigation,Maize,DAP,Seaweed Extract,3420.6
Maharashtra,Chennai,Saline,Pulses,7.4,33.0,294.4,49.4,13.7,Evening,2030.9,Drip Irrigation,Wheat,Biofertilizer,Bone Meal,2268.7
Punjab,Bangalore,Loamy,Soybean,8.49,32.5,161.0,45.7,5.2,Night,1179.6,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,2766.9
Maharashtra,Chennai,Silt,Wheat,9.28,30.8,239.6,52.9,12.3,Night,7604.7,Drip Irrigation,Groundnut,Urea,Neem Cake,7497.3
Haryana,Kolkata,Silt,Groundnut,7.61,33.5,119.2,47.1,6.6,Morning,8722.7,Furrow Irrigation,Groundnut,Vermicompost,Cow Manure,7612.3
Gujarat,Bangalore,Sandy,Sugarcane,0.61,27.9,228.4,79.1,14.9,Morning,4758.3,Surface Irrigation,Sugarcane,Urea,Neem Cake,7565.9
West Bengal,Pune,Sandy,Sugarcane,7.9,34.5,79.7,85.1,9.2,Night,6036.0,Surface Irrigation,Rice,DAP,Cow Manure,5850.9
Rajasthan,Bhopal,Clay,Wheat,8.73,15.1,254.0,56.7,12.4,Morning,4963.1,Furrow Irrigation,Maize,MOP,Neem Cake,7626.7
Rajasthan,Lucknow,Loamy,Soybean,6.43,25.9,130.6,57.9,13.2,Night,5405.1,Surface Irrigation,Wheat,MOP,Green Manure,4383.6
Maharashtra,Chennai,Clay,Maize,7.52,34.4,125.6,65.1,7.3,Evening,4292.0,Furrow Irrigation,Rice,DAP,Neem Cake,2944.3
Haryana,Ahmedabad,Loamy,Cotton,0.81,23.7,133.5,50.5,13.3,Night,4837.4,Surface Irrigation,Pulses,MOP,Green Manure,4326.9
West Bengal,Ahmedabad,Saline,Tea,3.89,34.2,74.1,89.8,7.2,Morning,8392.2,Furrow Irrigation,Tea,DAP,Bone Meal,2175.2
Maharashtra,Bhopal,Clay,Rice,5.46,39.4,91.2,57.7,4.4,Evening,3664.8,Drip Irrigation,Barley,Compost,Green Manure,5975.1
West Bengal,Kolkata,Peaty,Cotton,1.05,19.4,122.0,87.0,7.9,Night,3294.9,Sprinkler Irrigation,Soybean,Biofertilizer,Cow Manure,5967.2
Rajasthan,Lucknow,Loamy,Wheat,6.23,17.7,119.3,44.2,3.9,Morning,3358.3,Surface Irrigation,Barley,MOP,Cow Manure,949.1
Rajasthan,Ahmedabad,Loamy,Wheat,5.31,23.8,166.1,58.4,11.1,Morning,9441.9,Sprinkler Irrigation,Soybean,DAP,Cow Manure,2862.6
Uttar Pradesh,Pune,Saline,Maize,2.61,27.4,175.3,80.9,13.7,Night,4184.0,Drip Irrigation,Sugarcane,DAP,Green Manure,1793.2
Maharashtra,Kolkata,Saline,Rice,2.89,33.1,199.0,56.3,8.2,Night,3730.6,Surface Irrigation,Barley,Biofertilizer,Neem Cake,4244.8
Karnataka,Ahmedabad,Silt,Wheat,8.8,29.3,256.5,83.3,13.4,Morning,1000.2,Surface Irrigation,Groundnut,Compost,Seaweed Extract,4507.7
West Bengal,Lucknow,Clay,Groundnut,1.87,16.2,147.2,41.2,9.4,Morning,5788.3,Furrow Irrigation,Groundnut,MOP,Cow Manure,703.1
Tamil Nadu,Ludhiana,Saline,Rice,2.78,36.6,186.2,76.0,4.1,Night,1595.8,Drip Irrigation,Cotton,Compost,Green Manure,1686.2
Gujarat,Chennai,Silt,Rice,2.29,24.5,145.4,48.0,2.0,Morning,1918.5,Furrow Irrigation,Maize,DAP,Green Manure,6128.4
Rajasthan,Rohtak,Peaty,Pulses,4.33,38.2,209.8,42.9,3.8,Morning,8372.2,Furrow Irrigation,Tea,DAP,Cow Manure,7806.1
Tamil Nadu,Bhopal,Clay,Wheat,3.64,26.3,264.5,73.5,5.8,Evening,6143.5,Furrow Irrigation,Cotton,MOP,Bone Meal,7609.0
Rajasthan,Lucknow,Sandy,Barley,1.23,15.7,142.3,64.2,6.9,Evening,4974.3,Drip Irrigation,Pulses,DAP,Cow Manure,1647.4
Karnataka,Kolkata,Loamy,Wheat,8.45,28.1,253.1,81.3,9.4,Night,5230.2,Surface Irrigation,Pulses,MOP,Cow Manure,2643.8
Punjab,Jaipur,Silt,Cotton,7.16,15.9,82.6,60.6,10.3,Evening,2912.8,Drip Irrigation,Pulses,Biofertilizer,Seaweed Extract,3414.7
Haryana,Lucknow,Clay,Rice,5.49,29.8,198.8,79.3,13.6,Night,4045.4,Furrow Irrigation,Wheat,Vermicompost,Cow Manure,2933.5
Karnataka,Lucknow,Loamy,Rice,1.79,36.6,188.1,74.3,3.4,Evening,7022.9,Surface Irrigation,Groundnut,DAP,Neem Cake,5411.3
Uttar Pradesh,Pune,Silt,Maize,4.11,34.3,100.0,67.6,6.8,Night,8542.5,Surface Irrigation,Tea,Vermicompost,Green Manure,5544.8
Punjab,Ludhiana,Clay,Barley,7.41,32.7,95.6,42.1,9.8,Evening,7163.8,Surface Irrigation,Maize,Urea,Neem Cake,5486.4
Punjab,Chennai,Loamy,Maize,5.63,38.0,62.0,53.8,5.3,Night,8695.2,Drip Irrigation,Soybean,Urea,Bone Meal,3258.1
Madhya Pradesh,Bhopal,Saline,Groundnut,1.82,37.8,164.0,52.1,8.9,Evening,6919.2,Furrow Irrigation,Soybean,DAP,Bone Meal,6663.8
Maharashtra,Bangalore,Saline,Pulses,3.55,16.9,73.2,60.6,4.1,Evening,8269.5,Furrow Irrigation,Maize,Biofertilizer,Cow Manure,3643.1
Maharashtra,Ahmedabad,Clay,Groundnut,4.92,21.7,280.1,71.4,10.0,Evening,7162.1,Sprinkler Irrigation,Wheat,Urea,Cow Manure,6473.3
Madhya Pradesh,Bhopal,Clay,Tea,9.56,37.1,161.5,61.6,14.8,Morning,9222.1,Surface Irrigation,Barley,Compost,Cow Manure,3115.6
Karnataka,Pune,Clay,Soybean,1.09,38.2,140.2,41.3,5.6,Morning,7275.6,Surface Irrigation,Pulses,MOP,Green Manure,2644.7
Punjab,Pune,Peaty,Maize,7.98,32.3,125.8,43.6,12.6,Night,7365.5,Furrow Irrigation,Tea,Biofertilizer,Neem Cake,995.8
Uttar Pradesh,Bangalore,Sandy,Pulses,3.13,32.9,248.2,40.5,10.0,Night,2481.4,Sprinkler Irrigation,Maize,Compost,Green Manure,7847.7
Uttar Pradesh,Rohtak,Silt,Groundnut,4.06,36.8,201.8,60.2,2.9,Evening,7159.4,Sprinkler Irrigation,Soybean,Biofertilizer,Seaweed Extract,7070.3
Tamil Nadu,Ludhiana,Silt,Groundnut,4.96,27.0,254.8,56.4,7.9,Evening,1334.2,Sprinkler Irrigation,Maize,Biofertilizer,Green Manure,1431.4
Haryana,Bhopal,Loamy,Cotton,9.27,38.2,156.3,75.7,8.7,Evening,5901.2,Drip Irrigation,Pulses,Urea,Cow Manure,1702.6
